value,quality,v6_sh,v6_ann,v6_vol,v6_mdd,blend_sh,blend_ann,blend_vol,blend_mdd
sp,fcfa,1.2186013457750255,0.21225121765424682,0.17417608998228695,-0.3684254628837317,1.6433670496546868,0.18797049184078607,0.1143813196694454,-0.2969259989914459
e_ev,fcfa,1.0914298153845374,0.20036154358748504,0.18357712128002732,-0.3463544621810599,1.5764855420451964,0.18288139714060092,0.11600575600797858,-0.27790445175697487
sp,roic,1.1031532718054615,0.2010344762053482,0.18223621444400714,-0.3896784902255046,1.563716337528531,0.18294697837752416,0.11699499070699335,-0.3008470870876818
sp,roe,1.1293850984068374,0.1931810855286984,0.17104979143182297,-0.3801880175013427,1.5634651838151445,0.1783162503880804,0.11405194834780762,-0.2799544951919256
sp,gpa,1.0332423612119397,0.18056235891278982,0.17475315152681076,-0.3829085673466658,1.5303788082743925,0.17260262868908693,0.11278425168714161,-0.2878877977141019
